Name,Ticker,Sector,Industry,Country
ABM INDUSTRIES INC,ABM,Industrials,Specialty Business Services,United States
UNITED STATES LIME + MINERAL,USLM,Basic Materials,Building Materials,United States
RADNET INC,RDNT,Healthcare,Diagnostics & Research,United States
DIEBOLD NIXDORF INC,DBD,Technology,Software - Application,United States
INGEVITY CORP,NGVT,Basic Materials,Specialty Chemicals,United States
AMNEAL PHARMACEUTICALS INC,AMRX,Healthcare,Drug Manufacturers - Specialty & Generic,United States
SUNRUN INC,RUN,Technology,Solar,United States
ONESPAWORLD HOLDINGS LTD,OSW,Consumer Cyclical,Leisure,Bahamas
ACADIA HEALTHCARE CO INC,ACHC,Healthcare,Medical Care Facilities,United States
LCI INDUSTRIES,LCII,Consumer Cyclical,Recreational Vehicles,United States
TRINITY INDUSTRIES INC,TRN,Industrials,Railroads,United States
KENNAMETAL INC,KMT,Industrials,Tools & Accessories,United States
AMERICAN EAGLE OUTFITTERS,AEO,Consumer Cyclical,Apparel Retail,United States
CONCENTRA GROUP HOLDINGS PAR,CON,Healthcare,Medical Care Facilities,United States
HAMILTON LANE INC CLASS A,HLNE,Financial Services,Asset Management,United States
PATTERSON UTI ENERGY INC,PTEN,Energy,Oil & Gas Drilling,United States
AVIS BUDGET GROUP INC,CAR,Industrials,Rental & Leasing Services,United States
ICU MEDICAL INC,ICUI,Healthcare,Medical Instruments & Supplies,United States
PARK NATIONAL CORP,PRK,Financial Services,Banks - Regional,United States
PEGASYSTEMS INC,PEGA,Technology,Software - Application,United States
BANC OF CALIFORNIA INC,BANC,Financial Services,Banks - Regional,United States
SIMMONS FIRST NATL CORP CL A,SFNC,Financial Services,Banks - Regional,United States
URBAN EDGE PROPERTIES,UE,Real Estate,REIT - Retail,United States
CUSTOMERS BANCORP INC,CUBI,Financial Services,Banks - Regional,United States
RENASANT CORP,RNST,Financial Services,Banks - Regional,United States
DIAMONDROCK HOSPITALITY CO,DRH,Real Estate,REIT - Hotel & Motel,United States
ROGERS CORP,ROG,Technology,Electronic Components,United States
CALIFORNIA WATER SERVICE GRP,CWT,Utilities,Utilities - Regulated Water,United States
NMI HOLDINGS INC,NMIH,Financial Services,Insurance - Specialty,United States
DOXIMITY INC CLASS A,DOCS,Healthcare,Health Information Services,United States
DXP ENTERPRISES INC,DXPE,Industrials,Industrial Distribution,United States
PRIVIA HEALTH GROUP INC,PRVA,Healthcare,Health Information Services,United States
SUPERNUS PHARMACEUTICALS INC,SUPN,Healthcare,Drug Manufacturers - Specialty & Generic,United States
UNITED NATURAL FOODS INC,UNFI,Consumer Defensive,Food Distribution,United States
RH,RH,Consumer Cyclical,Specialty Retail,United States
IMPINJ INC,PI,Technology,Semiconductors,United States
EPLUS INC,PLUS,Technology,Software - Application,United States
MEDICAL PROPERTIES TRUST INC,MPT,Real Estate,REIT - Healthcare Facilities,United States
CRANE NXT CO,CXT,Industrials,Specialty Industrial Machinery,United States
VIRTU FINANCIAL INC CLASS A,VIRT,Financial,Capital Markets,United States
BEACON FINANCIAL CORP,BBT,Financial,Banks - Regional,United States
LIVERAMP HOLDINGS INC,RAMP,Technology,Software - Infrastructure,United States
PEABODY ENERGY CORP,BTU,Energy,Thermal Coal,United States
N B T BANCORP INC,NBTB,Financial,Banks - Regional,United States
WERNER ENTERPRISES INC,WERN,Industrials,Trucking,United States
WESTLAKE CORP,WLK,Basic Materials,Specialty Chemicals,United States
PATRICK INDUSTRIES INC,PATK,Consumer Cyclical,Recreational Vehicles,United States
PRESTIGE CONSUMER HEALTHCARE,PBH,Healthcare,Drug Manufacturers - Specialty & Generic,United States
CURBLINE PROPERTIES CORP,CURB,Real Estate,REIT - Retail,United States
MINERALS TECHNOLOGIES INC,MTX,Basic Materials,Specialty Chemicals,United States
PROGYNY INC,PGNY,Healthcare,Healthcare Plans,United States
WAYSTAR HOLDING CORP,WAY,Healthcare,Health Information Services,United States
DENTSPLY SIRONA INC,XRAY,Healthcare,Medical Instruments & Supplies,United States
PENGUIN SOLUTIONS INC,PENG,Technology,Information Technology Services,United States
A10 NETWORKS INC,ATEN,Technology,Software - Infrastructure,United States
CUSHMAN + WAKEFIELD LTD,CWK,Real Estate,Real Estate Services,Bermuda
PEBBLEBROOK HOTEL TRUST,PEB,Real Estate,REIT - Hotel & Motel,United States
OLIN CORP,OLN,Basic Materials,Chemicals,United States
INTERFACE INC,TILE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States
OFG BANCORP,OFG,Financial,Banks - Regional,United States
ARTISAN PARTNERS ASSET MA  A,APAM,Financial,Asset Management,United States
PELOTON INTERACTIVE INC A,PTON,Consumer Cyclical,Leisure,United States
SUNSTONE HOTEL INVESTORS INC,SHO,Real Estate,REIT - Hotel & Motel,United States
ICHOR HOLDINGS LTD,ICHR,Technology,Semiconductor Equipment & Materials,United States
UNIVERSAL TECHNICAL INSTITUT,UTI,Consumer Defensive,Education & Training Services,United States
PERDOCEO EDUCATION CORP,PRDO,Consumer Defensive,Education & Training Services,United States
ALBANY INTL CORP CL A,AIN,Consumer Cyclical,Textile Manufacturing,United States
GULFPORT ENERGY CORP,GPOR,Energy,Oil & Gas E&P,United States
PEDIATRIX MEDICAL GROUP INC,MD,Healthcare,Medical Care Facilities,United States
XENIA HOTELS + RESORTS INC,XHR,Real Estate,REIT - Hotel & Motel,United States
DIGI INTERNATIONAL INC,DGII,Technology,Communication Equipment,United States
NEWELL BRANDS INC,NWL,Consumer Defensive,Household & Personal Products,United States
WILEY (JOHN) + SONS CLASS A,WLY,Communication Services,Publishing,United States
HILLTOP HOLDINGS INC,HTH,Financial,Financial Conglomerates,United States
HAWAIIAN ELECTRIC INDS,HE,Utilities,Utilities - Regulated Electric,United States
CITY HOLDING CO,CHCO,Financial,Banks - Regional,United States
KYNDRYL HOLDINGS INC,KD,Technology,Information Technology Services,United States
QUAKER CHEMICAL CORPORATION,KWR,Basic Materials,Specialty Chemicals,United States
WHIRLPOOL CORP,WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States
TRANSMEDICS GROUP INC,TMDX,Healthcare,Medical Devices,United States
H2O AMERICA,HTO,Utilities,Utilities - Regulated Water,United States
PROTO LABS INC,PRLB,Industrials,Metal Fabrication,United States
HAYWARD HOLDINGS INC,HAYW,Industrials,Electrical Equipment & Parts,United States
ENERPAC TOOL GROUP CORP,EPAC,Industrials,Specialty Industrial Machinery,United States
MASTERBRAND INC,MBC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States
LIFESTANCE HEALTH GROUP INC,LFST,Healthcare,Medical Care Facilities,United States
STEPSTONE GROUP INC CLASS A,STEP,Financial,Asset Management,United States
INNOSPEC INC,IOSP,Basic Materials,Specialty Chemicals,United States
ZIFF DAVIS INC,ZD,Communication Services,Advertising Agencies,United States
CHESAPEAKE UTILITIES CORP,CPK,Utilities,Utilities - Regulated Gas,United States
CAPRI HOLDINGS LTD,CPRI,Consumer Cyclical,Luxury Goods,United Kingdom
ANDERSONS INC/THE,ANDE,Consumer Defensive,Food Distribution,United States
CHEFS  WAREHOUSE INC/THE,CHEF,Consumer Defensive,Food Distribution,United States
CENTURY ALUMINUM COMPANY,CENX,Basic Materials,Aluminum,United States
BANNER CORPORATION,BANR,Financial,Banks - Regional,United States
VERICEL CORP,VCEL,Healthcare,Biotechnology,United States
FIRST COMMONWEALTH FINL CORP,FCF,Financial,Banks - Regional,United States
CENTRAL GARDEN AND PET CO A,CENTA,Consumer Defensive,Packaged Foods,United States
WISDOMTREE INC,WT,Financial,Asset Management,United States
CALIX INC,CALX,Technology,Software - Infrastructure,United States
PDF SOLUTIONS INC,PDFS,Technology,Software - Application,United States
WORLD KINECT CORP,WKC,Energy,Oil & Gas Refining & Marketing,United States
HORACE MANN EDUCATORS,HMN,Financial,Insurance - Property & Casualty,United States
ALARM.COM HOLDINGS INC,ALRM,Technology,Software - Application,United States
MANPOWERGROUP INC,MAN,Industrials,Staffing & Employment Services,United States
KOHLS CORP,KSS,Consumer Cyclical,Department Stores,United States
SIRIUSPOINT LTD,SPNT,Financial,Insurance - Reinsurance,Bermuda
VIRTUS INVESTMENT PARTNERS,VRTS,Financial,Asset Management,United States
CTS CORP,CTS,Technology,Electronic Components,United States
SHAKE SHACK INC   CLASS A,SHAK,Consumer Cyclical,Restaurants,United States
GREEN BRICK PARTNERS INC,GRBK,Consumer Cyclical,Residential Construction,United States
COHEN + STEERS INC,CNS,Financial,Asset Management,United States
ACADIAN ASSET MANAGEMENT INC,AAMI,Financial,Asset Management,United States
STRATEGIC EDUCATION INC,STRA,Consumer Defensive,Education & Training Services,United States
DOUGLAS EMMETT INC,DEI,Real Estate,REIT - Office,United States
ST JOE CO/THE,JOE,Real Estate,Real Estate - Diversified,United States
CALLAWAY GOLF COMPANY,CALY,Consumer Cyclical,Leisure,United States
COLUMBIA SPORTSWEAR CO,COLM,Consumer Cyclical,Apparel Manufacturing,United States
HARMONIC INC,HLIT,Technology,Communication Equipment,United States
NETSTREIT CORP,NTST,Real Estate,REIT - Retail,United States
ALPHA METALLURGICAL RESOURCE,AMR,Basic Materials,Coking Coal,United States
PARAMOUNT SKYDANCE CL B,PSKY,Communication Services,Entertainment,United States
ACADIA REALTY TRUST,AKR,Real Estate,REIT - Retail,United States
SPS COMMERCE INC,SPSC,Technology,Software - Application,United States
BANCFIRST CORP,BANF,Financial,Banks - Regional,United States
AGILYSYS INC,AGYS,Technology,Software - Application,United States
BOSTON BEER COMPANY INC A,SAM,Consumer Defensive,Beverages - Brewers,United States
PHOTRONICS INC,PLAB,Technology,Semiconductor Equipment & Materials,United States
S + T BANCORP INC,STBA,Financial,Banks - Regional,United States
SOTERA HEALTH CO,SHC,Healthcare,Diagnostics & Research,United States
MONARCH CASINO + RESORT INC,MCRI,Consumer Cyclical,Resorts & Casinos,United States
PROVIDENT FINANCIAL SERVICES,PFS,Financial,Banks - Regional,United States
INTERPARFUMS INC,IPAR,Consumer Defensive,Household & Personal Products,United States
ALAMO GROUP INC,ALG,Industrials,Farm & Heavy Construction Machinery,United States
NATIONAL PRESTO INDS INC,NPK,Industrials,Aerospace & Defense,United States
EZCORP INC CL A,EZPW,Financial,Credit Services,United States
VESTIS CORP,VSTS,Industrials,Rental & Leasing Services,United States
FOUR CORNERS PROPERTY TRUST,FCPT,Real Estate,REIT - Retail,United States
WORTHINGTON ENTERPRISES INC,WOR,Industrials,Metal Fabrication,United States
HNI CORP,HNI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States
HEALTHCARE SERVICES GROUP,HCSG,Healthcare,Medical Care Facilities,United States
LA Z BOY INC,LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States
MARZETTI COMPANY/THE,MZTI,Consumer Defensive,Packaged Foods,United States
ALLEGIANT TRAVEL CO,ALGT,Industrials,Airlines,United States
PARSONS CORP,PSN,Technology,Information Technology Services,United States
NEOGENOMICS INC,NEO,Healthcare,Diagnostics & Research,United States
HOPE BANCORP INC,HOPE,Financial,Banks - Regional,United States
PROGRESS SOFTWARE CORP,PRGS,Technology,Software - Infrastructure,United States
KINETIK HOLDINGS INC,KNTK,Energy,Oil & Gas Midstream,United States
DXC TECHNOLOGY CO,DXC,Technology,Information Technology Services,United States
GOODYEAR TIRE + RUBBER CO,GT,Consumer Cyclical,Auto Parts,United States
SONIC AUTOMOTIVE INC CLASS A,SAH,Consumer Cyclical,Auto & Truck Dealerships,United States
JETBLUE AIRWAYS CORP,JBLU,Industrials,Airlines,United States
SALLY BEAUTY HOLDINGS INC,SBH,Consumer Cyclical,Specialty Retail,United States
NORTHWEST BANCSHARES INC,NWBI,Financial,Banks - Regional,United States
EVERTEC INC,EVTC,Technology,Software - Infrastructure,United States
CARTER S INC,CRI,Consumer Cyclical,Apparel Retail,United States
CRESCENT ENERGY INC A,CRGY,Energy,Oil & Gas E&P,United States
SEACOAST BANKING CORP/FL,SBCF,Financial,Banks - Regional,United States
BJ S RESTAURANTS INC,BJRI,Consumer Cyclical,Restaurants,United States
SAREPTA THERAPEUTICS INC,SRPT,Healthcare,Biotechnology,United States
SONOS INC,SONO,Technology,Consumer Electronics,United States
DREAM FINDERS HOMES INC   A,DFH,Consumer Cyclical,Residential Construction,United States
NEOGEN CORP,NEOG,Healthcare,Medical Devices,United States
NORTHWEST NATURAL HOLDING CO,NWN,Utilities,Utilities - Regulated Gas,United States
EMPLOYERS HOLDINGS INC,EIG,Financial,Insurance - Specialty,United States
LAKELAND FINANCIAL CORP,LKFN,Financial,Banks - Regional,United States
FORTREA HOLDINGS INC,FTRE,Healthcare,Biotechnology,United States
NATIONAL BANK HOLD CL A,NBHC,Financial,Banks - Regional,United States
WALKER + DUNLOP INC,WD,Financial,Mortgage Finance,United States
G III APPAREL GROUP LTD,GIII,Consumer Cyclical,Apparel Manufacturing,United States
SCANSOURCE INC,SCSC,Technology,Electronics & Computer Distribution,United States
KEMPER CORP,KMPR,Financial,Insurance - Property & Casualty,United States
OMNICELL INC,OMCL,Healthcare,Health Information Services,United States
LEMAITRE VASCULAR INC,LMAT,Healthcare,Medical Instruments & Supplies,United States
LTC PROPERTIES INC,LTC,Real Estate,REIT - Healthcare Facilities,United States
ADIENT PLC,ADNT,Consumer Cyclical,Auto Parts,United States
JBG SMITH PROPERTIES,JBGS,Real Estate,REIT - Diversified,United States
WENDY S CO/THE,WEN,Consumer Cyclical,Restaurants,United States
INNOVATIVE INDUSTRIAL PROPER,IIPR,Real Estate,REIT - Industrial,United States
CENTURY COMMUNITIES INC,CCS,Real Estate,Real Estate - Development,United States
PREFERRED BANK/LOS ANGELES,PFBC,Financial,Banks - Regional,United States
STEWART INFORMATION SERVICES,STC,Financial,Insurance - Property & Casualty,United States
LEGGETT + PLATT INC,LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States
GREENBRIER COMPANIES INC,GBX,Industrials,Railroads,United States
FLOWERS FOODS INC,FLO,Consumer Defensive,Packaged Foods,United States
ADDUS HOMECARE CORP,ADUS,Healthcare,Medical Care Facilities,United States
YELP INC,YELP,Communication Services,Internet Content & Information,United States
NATIONAL VISION HOLDINGS INC,EYE,Consumer Cyclical,Specialty Retail,United States
SCHOLASTIC CORP,SCHL,Communication Services,Publishing,United States
AZENTA INC,AZTA,Healthcare,Medical Instruments & Supplies,United States
TRIUMPH FINANCIAL INC,TFIN,Financial,Banks - Regional,United States
ADMA BIOLOGICS INC,ADMA,Healthcare,Biotechnology,United States
PAYONEER GLOBAL INC,PAYO,Technology,Software - Infrastructure,United States
LINDSAY CORP,LNN,Industrials,Farm & Heavy Construction Machinery,United States
INSPERITY INC,NSP,Industrials,Staffing & Employment Services,United States
FIRST ADVANTAGE CORP,FA,Industrials,Specialty Business Services,United States
EDGEWELL PERSONAL CARE CO,EPC,Consumer Defensive,Household & Personal Products,United States
O I GLASS INC,OI,Consumer Cyclical,Packaging & Containers,United States
BLACKLINE INC,BL,Technology,Software - Application,United States
REYNOLDS CONSUMER PRODUCTS I,REYN,Consumer Cyclical,Packaging & Containers,United States
ARCUS BIOSCIENCES INC,RCUS,Healthcare,Biotechnology,United States
BLACKBAUD INC,BLKB,Technology,Software - Application,United States
GIBRALTAR INDUSTRIES INC,ROCK,Industrials,Building Products & Equipment,United States
TENNANT CO,TNC,Industrials,Specialty Industrial Machinery,United States
DOUBLEVERIFY HOLDINGS INC,DV,Communication Services,Advertising Agencies,United States
MERCHANTS BANCORP/IN,MBIN,Financial,Banks - Regional,United States
PERRIGO CO PLC,PRGO,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland
AMN HEALTHCARE SERVICES INC,AMN,Healthcare,Medical Care Facilities,United States
DIME COMMERCIAL BANCSHARES I,DCOM,Financial,Banks - Regional,United States
PILGRIM S PRIDE CORP,PPC,Consumer Defensive,Packaged Foods,United States
CORVEL CORP,CRVL,Financial,Insurance Brokers,United States
WESTAMERICA BANCORPORATION,WABC,Financial,Banks - Regional,United States
GREIF INC CL A,GEF,Consumer Cyclical,Packaging & Containers,United States
DONNELLEY FINANCIAL SOLUTION,DFIN,Technology,Software - Application,United States
FMC CORP,FMC,Basic Materials,Agricultural Inputs,United States
TRIPADVISOR INC,TRIP,Consumer Cyclical,Travel Services,United States
UNITI GROUP INC,UNIT,Real Estate,REIT - Specialty,United States
MILLERKNOLL INC,MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States
SCHNEIDER NATIONAL INC CL B,SNDR,Industrials,Trucking,United States
INNOVIVA INC,INVA,Healthcare,Biotechnology,United States
UNITED PARKS + RESORTS INC,PRKS,Consumer Cyclical,Leisure,United States
COMSTOCK RESOURCES INC,CRK,Energy,Oil & Gas E&P,United States
ENACT HOLDINGS INC,ACT,Financial,Insurance - Specialty,United States
NAPCO SECURITY TECHNOLOGIES,NSSC,Industrials,Security & Protection Services,United States
GETTY REALTY CORP,GTY,Real Estate,REIT - Retail,United States
FB FINANCIAL CORP,FBK,Financial,Banks - Regional,United States
UNDER ARMOUR INC CLASS A,UAA,Consumer Cyclical,Apparel Manufacturing,United States
NORTHERN OIL AND GAS INC,NOG,Energy,Oil & Gas E&P,United States
PAPA JOHN S INTL INC,PZZA,Consumer Cyclical,Restaurants,United States
ENERGIZER HOLDINGS INC,ENR,Industrials,Electrical Equipment & Parts,United States
WOLVERINE WORLD WIDE INC,WWW,Consumer Cyclical,Footwear & Accessories,United States
HCI GROUP INC,HCI,Financial,Insurance - Property & Casualty,United States
CENTRAL PACIFIC FINANCIAL CO,CPF,Financial,Banks - Regional,United States
APOGEE ENTERPRISES INC,APOG,Industrials,Building Products & Equipment,United States
STAAR SURGICAL CO,STAA,Healthcare,Medical Instruments & Supplies,United States
ASTEC INDUSTRIES INC,ASTE,Industrials,Farm & Heavy Construction Machinery,United States
CRACKER BARREL OLD COUNTRY,CBRL,Consumer Cyclical,Restaurants,United States
GOOSEHEAD INSURANCE INC  A,GSHD,Financial,Insurance Brokers,United States
INTEGRA LIFESCIENCES HOLDING,IART,Healthcare,Medical Devices,United States
SYLVAMO CORP,SLVM,Basic Materials,Paper & Paper Products,United States
AMERICAN ASSETS TRUST INC,AAT,Real Estate,REIT - Diversified,United States
TOMPKINS FINANCIAL CORP,TMP,Financial,Banks - Regional,United States
SAFETY INSURANCE GROUP INC,SAFT,Financial,Insurance - Property & Casualty,United States
DELUXE CORP,DLX,Industrials,Conglomerates,United States
BUCKLE INC/THE,BKE,Consumer Cyclical,Apparel Retail,United States
UNDER ARMOUR INC CLASS C,UA,Consumer Cyclical,Apparel Manufacturing,United States
HELIX ENERGY SOLUTIONS GROUP,HLX,Energy,Oil & Gas Equipment & Services,United States
AVANOS MEDICAL INC,AVNS,Healthcare,Medical Devices,United States
UPWORK INC,UPWK,Communication Services,Internet Content & Information,United States
PROG HOLDINGS INC,PRG,Industrials,Rental & Leasing Services,United States
DORIAN LPG LTD,LPG,Energy,Oil & Gas Midstream,United States
WINMARK CORP,WINA,Consumer Cyclical,Specialty Retail,United States
ASTRANA HEALTH INC,ASTH,Healthcare,Medical Care Facilities,United States
SIMPLY GOOD FOODS CO/THE,SMPL,Consumer Defensive,Packaged Foods,United States
SOUTHSIDE BANCSHARES INC,SBSI,Financial,Banks - Regional,United States
J + J SNACK FOODS CORP,JJSF,Consumer Defensive,Packaged Foods,United States
INSPIRE MEDICAL SYSTEMS INC,INSP,Healthcare,Medical Devices,United States
NCR VOYIX CORP,VYX,Technology,Information Technology Services,United States
BRISTOW GROUP INC,VTOL,Energy,Oil & Gas Equipment & Services,United States
PACIRA BIOSCIENCES INC,PCRX,Healthcare,Drug Manufacturers - Specialty & Generic,United States
CAPITOL FEDERAL FINANCIAL IN,CFFN,Financial,Banks - Regional,United States
PENNYMAC MORTGAGE INVESTMENT,PMT,Real Estate,REIT - Mortgage,United States
WORTHINGTON STEEL INC,WS,Basic Materials,Steel,United States
HANMI FINANCIAL CORPORATION,HAFC,Financial,Banks - Regional,United States
QUIDELORTHO CORP,QDEL,Healthcare,Medical Devices,United States
GENTHERM INC,THRM,Consumer Cyclical,Auto Parts,United States
ARLO TECHNOLOGIES INC,ARLO,Industrials,Building Products & Equipment,United States
CONCENTRIX CORP,CNXC,Technology,Information Technology Services,United States
SIX FLAGS ENTERTAINMENT CORP,FUN,Consumer Cyclical,Leisure,United States
FIRST BANCORP/NC,FBNC,Financial,Banks - Regional,United States
TRUSTCO BANK CORP NY,TRST,Financial,Banks - Regional,United States
DNOW INC,DNOW,Industrials,Industrial Distribution,United States
ADAPTHEALTH CORP,AHCO,Healthcare,Medical Devices,United States
U.S. PHYSICAL THERAPY INC,USPH,Healthcare,Medical Care Facilities,United States
LIQUIDITY SERVICES INC,LQDT,Consumer Cyclical,Internet Retail,United States
UNIVERSAL CORP/VA,UVV,Consumer Defensive,Tobacco,United States
WINNEBAGO INDUSTRIES,WGO,Consumer Cyclical,Recreational Vehicles,United States
F+G ANNUITIES + LIFE INC,FG,Financial,Insurance - Life,United States
HERITAGE FINANCIAL CORP,HFWA,Financial,Banks - Regional,United States
ALPHA + OMEGA SEMICONDUCTOR,AOSL,Technology,Semiconductors,United States
ARBOR REALTY TRUST INC,ABR,Real Estate,REIT - Mortgage,United States
MARTEN TRANSPORT LTD,MRTN,Industrials,Trucking,United States
LGI HOMES INC,LGIH,Consumer Cyclical,Residential Construction,United States
GLOBAL NET LEASE INC,GNL,Real Estate,REIT - Diversified,United States
TANDEM DIABETES CARE INC,TNDM,Healthcare,Medical Devices,United States
PC CONNECTION INC,CNXN,Technology,Electronics & Computer Distribution,United States
EAGLE BANCORP INC,EGBN,Financial,Banks - Regional,United States
CONMED CORP,CNMD,Healthcare,Medical Devices,United States
STEPAN CO,SCL,Basic Materials,Specialty Chemicals,United States
ATLAS ENERGY SOLUTIONS INC,AESI,Energy,Oil & Gas Equipment & Services,United States
PURSUIT ATTRACTIONS AND HOSP,PRSU,Consumer Cyclical,Travel Services,United States
HARMONY BIOSCIENCES HOLDINGS,HRMY,Healthcare,Biotechnology,United States
MIDDLESEX WATER CO,MSEX,Utilities,Utilities - Regulated Water,United States
TWO HARBORS INVESTMENT CORP,TWO,Real Estate,REIT - Mortgage,United States
HEALTHSTREAM INC,HSTM,Healthcare,Health Information Services,United States
UNITED FIRE GROUP INC,UFCS,Financial,Insurance - Property & Casualty,United States
DEL MONTE CORP,DMC,Consumer Defensive,Farm Products,United States
XENCOR INC,XNCR,Healthcare,Biotechnology,United States
SCHRODINGER INC,SDGR,Healthcare,Health Information Services,United States
BIOLIFE SOLUTIONS INC,BLFS,Healthcare,Medical Instruments & Supplies,United States
MATTHEWS INTL CORP CLASS A,MATW,Industrials,Conglomerates,United States
NATIONAL BEVERAGE CORP,FIZZ,Consumer Defensive,Beverages - Non-Alcoholic,United States
EVERFORTH INC,EFOR,Technology,Information Technology Services,United States
ARTIVION INC,AORT,Healthcare,Medical Devices,United States
UPBOUND GROUP INC,UPBD,Technology,Software - Application,United States
CVR ENERGY INC,CVI,Energy,Oil & Gas Refining & Marketing,United States
INNOVEX INTERNATIONAL INC,INVX,Energy,Oil & Gas Equipment & Services,United States
MARCUS + MILLICHAP INC,MMI,Real Estate,Real Estate Services,United States
WHITESTONE REIT,WSR,Real Estate,REIT - Retail,United States
TRUPANION INC,TRUP,Financial,Insurance - Property & Casualty,United States
ENOVIS CORP,ENOV,Healthcare,Medical Devices,United States
ADAMAS TRUST INC,ADAM,Real Estate,REIT - Mortgage,United States
TOOTSIE ROLL INDS,TR,Consumer Defensive,Confectioners,United States
ZOOMINFO TECHNOLOGIES INC,GTM,Technology,Software - Application,United States
UNITIL CORP,UTL,Utilities,Utilities - Diversified,United States
GROCERY OUTLET HOLDING CORP,GO,Consumer Defensive,Grocery Stores,United States
KOPPERS HOLDINGS INC,KOP,Basic Materials,Specialty Chemicals,United States
HEARTLAND EXPRESS INC,HTLD,Industrials,Trucking,United States
QUINSTREET INC,QNST,Communication Services,Advertising Agencies,United States
LEGALZOOMCOM INC,LZ,Industrials,Specialty Business Services,United States
VIR BIOTECHNOLOGY INC,VIR,Healthcare,Biotechnology,United States
ELLINGTON FINANCIAL INC,EFC,Real Estate,REIT - Mortgage,United States
CERTARA INC,CERT,Healthcare,Health Information Services,United States
AMPHASTAR PHARMACEUTICALS IN,AMPH,Healthcare,Drug Manufacturers - Specialty & Generic,United States
SHENANDOAH TELECOMMUNICATION,SHEN,Communication Services,Telecom Services,United States
COTY INC CL A,COTY,Consumer Defensive,Household & Personal Products,United States
EASTERLY GOVERNMENT PROPERTI,DEA,Real Estate,REIT - Office,United States
FOX FACTORY HOLDING CORP,FOXF,Consumer Cyclical,Auto Parts,United States
SABRE CORP,SABR,Technology,Software - Infrastructure,United States
SAUL CENTERS INC,BFS,Real Estate,REIT - Retail,United States
QUANEX BUILDING PRODUCTS,NX,Industrials,Building Products & Equipment,United States
MARINEMAX INC,HZO,Consumer Cyclical,Specialty Retail,United States
COGENT COMMUNICATIONS HOLDIN,CCOI,Communication Services,Telecom Services,United States
CENTRAL GARDEN + PET CO,CENT,Consumer Defensive,Packaged Foods,United States
VERRA MOBILITY CORP,VRRM,Technology,Information Technology Services,United States
STANDARD MOTOR PRODS,SMP,Consumer Cyclical,Auto Parts,United States
TALOS ENERGY INC,TALO,Energy,Oil & Gas E&P,United States
XPEL INC,XPEL,Consumer Cyclical,Auto Parts,United States
AMERISAFE INC,AMSF,Financial,Insurance - Specialty,United States
SPRINKLR INC A,CXM,Technology,Software - Application,United States
JOHN B. SANFILIPPO + SON INC,JBSS,Consumer Defensive,Packaged Foods,United States
REDWOOD TRUST INC,RWT,Real Estate,REIT - Mortgage,United States
PHIBRO ANIMAL HEALTH CORP A,PAHC,Healthcare,Drug Manufacturers - Specialty & Generic,United States
DAUCH CORPORATION,DCH,Consumer Cyclical,Auto Parts,United States
SAFEHOLD INC,SAFE,Real Estate,REIT - Diversified,United States
NAVIENT CORP,NAVI,Financial,Credit Services,United States
ANI PHARMACEUTICALS INC,ANIP,Healthcare,Drug Manufacturers - Specialty & Generic,United States
NEXPOINT RESIDENTIAL,NXRT,Real Estate,REIT - Residential,United States
REX AMERICAN RESOURCES CORP,REX,Basic Materials,Chemicals,United States
CENTERSPACE,CSR,Real Estate,REIT - Residential,United States
METALLUS INC,MTUS,Basic Materials,Steel,United States
AGNT INC,AGNT,Real Estate,Real Estate Services,United States
RPC INC,RES,Energy,Oil & Gas Equipment & Services,United States
ARMOUR RESIDENTIAL REIT INC,ARR,Real Estate,REIT - Mortgage,United States
COLLEGIUM PHARMACEUTICAL INC,COLL,Healthcare,Drug Manufacturers - Specialty & Generic,United States
FRANKLIN BSP REALTY TRUST IN,FBRT,Real Estate,REIT - Mortgage,United States
HERTZ GLOBAL HLDGS INC,HTZ,Industrials,Rental & Leasing Services,United States
CORSAIR GAMING INC,CRSR,Technology,Computer Hardware,United States
N ABLE INC,NABL,Technology,Information Technology Services,United States
SHUTTERSTOCK INC,SSTK,Communication Services,Internet Content & Information,United States
VSE CORP,VSEC,Industrials,Aerospace & Defense,United States
LIFE TIME GROUP HOLDINGS INC,LTH,Consumer Cyclical,Leisure,United States
LYFT INC A,LYFT,Technology,Software - Application,United States
SPHERE ENTERTAINMENT CO,SPHR,Communication Services,Entertainment,United States
LAUREATE EDUCATION INC,LAUR,Consumer Defensive,Education & Training Services,United States
RITHM CAPITAL CORP,RITM,Real Estate,REIT - Mortgage,United States
LIFE360 INC,LIF,Technology,Software - Application,United States
